"chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","position.x","ep_next","ep_this","event_points","first_name","form.x","id.x","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90","plural_name","plural_name_short","singular_name","singular_name_short","squad_select","squad_min_play","squad_max_play","ui_shirt_specific","element_count","draw","form.y","id.y","loss","name","played","points","position.y","short_name","strength","team_division","unavailable","win","strength_overall_home","strength_overall_away","strength_attack_home","strength_attack_away","strength_defence_home","strength_defence_away","pulse_id","player"
NA,NA,477580,0,0,-1,1,0,2,"2.5","3.0",1,"Illia","3.0",89,FALSE,"",NA,44,"477580.jpg","2.2","Zabarnyi","0.2",FALSE,NA,"a",3,91,42,35066,2834,27652,2991,"0.7","9.5","Zabarnyi",1710,0,0,5,35,0,0,0,3,0,0,1,309,"335.8","41.7","26.0","40.3",19,"0.43","0.32","0.75","31.44",80,26,321,108,329,112,210,61,NA,"",NA,"",NA,"",0.02,0,0.02,0.04,1.65,1.84,548,120,102,24,259,85,321,124,1,0.26,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Illia Zabarnyi"
0,0,544877,0,0,-1,1,0,2,"0.0","0.0",0,"Milos","0.0",595,FALSE,"Foot injury - Expected back 01 Feb","2023-12-21T15:00:10.669352Z",44,"544877.jpg","2.1","Kerkez","0.2",FALSE,NA,"i",3,91,31,36075,34,43255,4017,"0.0","7.0","Kerkez",1160,0,1,3,26,1,0,0,2,0,0,1,159,"187.0","104.1","30.0","32.1",13,"0.18","0.52","0.70","25.06",218,81,192,44,311,104,251,79,NA,"",NA,"",NA,"",0.01,0,0.04,0.05,1.94,2.02,567,124,569,229,270,92,325,126,1.01,0.23,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Milos Kerkez"
NA,NA,215531,0,0,-1,1,0,1,"-0.5","0.0",0,"Ionuț","0.0",607,FALSE,"",NA,44,"215531.jpg","1.0","Radu","0.1",FALSE,NA,"a",3,91,2,5154,151,9104,242,"0.0","0.5","Radu",180,0,0,0,7,0,0,0,0,0,5,0,31,"33.0","0.0","0.0","3.3",2,"0.00","0.00","0.00","2.76",406,30,613,74,597,66,438,30,NA,"",NA,"",NA,"",0,2.5,0,0,1.38,3.5,516,26,543,80,423,34,423,59,1,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Ionuț Radu"
NA,NA,474772,0,0,0,0,0,2,"-0.5","0.0",0,"Ben","0.0",619,FALSE,"",NA,40,"474772.jpg","0.0","Greenwood","0.2",FALSE,NA,"a",3,91,0,14348,400,15820,930,"0.0","0.0","Greenwood",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",569,214,554,212,529,203,576,214,NA,"",NA,"",NA,"",0,0,0,0,0,0,697,205,467,179,582,211,346,133,0,0,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Ben Greenwood"
100,100,232980,0,0,-1,1,0,2,"-0.5","0.0",0,"Max","0.0",643,FALSE,"","2023-11-12T02:00:10.361344Z",44,"232980.jpg","1.8","Aarons","0.1",FALSE,NA,"a",3,91,23,28968,415,30375,447,"0.0","5.2","Aarons",994,0,1,2,26,0,0,0,1,0,0,0,165,"154.0","96.6","22.0","27.3",11,"0.02","0.85","0.87","23.04",254,98,206,53,348,121,283,96,NA,"",NA,"",NA,"",0,0,0.08,0.08,2.09,2.35,527,112,547,225,317,114,374,144,1,0.18,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Max Aarons"
100,100,503139,0,0,-1,1,0,3,"4.5","5.0",6,"Alex","5.0",644,FALSE,"","2023-11-04T19:30:09.474630Z",49,"503139.jpg","3.0","Scott","0.0",FALSE,NA,"a",3,91,18,3921,1827,2577,644,"1.0","3.7","Scott",341,1,1,1,8,0,0,0,2,0,0,3,79,"97.8","72.5","29.0","19.8",4,"0.22","0.41","0.63","4.31",311,131,251,140,317,162,327,147,2,"",3,"",NA,"",0.06,0,0.11,0.17,1.14,2.11,263,167,28,16,147,67,575,212,1.06,0.26,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Alex Scott"
0,0,200785,0,0,-1,1,0,3,"0.0","0.0",0,"Tyler","0.0",673,FALSE,"Hamstring injury - Expected back 02 Mar","2023-10-05T08:30:09.546767Z",49,"200785.jpg","0.0","Adams","0.0",FALSE,NA,"i",3,91,0,647,20,626,18,"0.0","0.0","Adams",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",739,316,735,314,732,313,740,316,NA,"",NA,"",NA,"",0,0,0,0,0,0,237,152,697,290,740,316,745,312,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Tyler Adams"
NA,NA,224995,0,0,0,0,0,3,"2.5","3.0",2,"Luis","3.0",705,FALSE,"",NA,55,"224995.jpg","2.3","Sinisterra","0.0",FALSE,NA,"a",3,91,28,6535,614,4824,708,"0.5","5.1","Sinisterra",358,2,1,1,8,0,0,0,0,0,0,0,95,"146.0","124.6","160.0","43.1",2,"1.55","0.53","2.08","6.35",261,106,171,108,131,82,191,96,NA,"",NA,"",NA,"",0.39,0,0.13,0.52,1.6,2.01,106,65,114,55,253,111,537,190,0.5,0.25,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,3,0,"Bournemouth",0,0,0,"BOU",3,NA,FALSE,0,1095,1100,1070,1120,1130,1110,127,"Luis Sinisterra"
50,0,191866,0,0,-1,1,0,2,"0.0","0.0",0,"Kristoffer","0.0",90,FALSE,"Foot injury - 50% chance of playing","2023-12-02T18:30:08.360407Z",44,"191866.jpg","2.0","Ajer","0.2",FALSE,NA,"d",4,94,22,42432,36,54543,1106,"0.0","5.0","Ajer",723,0,1,2,13,0,0,0,4,0,0,1,117,"122.8","94.4","107.0","32.3",8,"0.74","1.85","2.59","11.83",287,114,210,55,170,29,250,78,NA,"",NA,"",NA,"",0.09,0,0.23,0.32,1.47,1.62,508,100,538,222,285,100,311,120,1,0.25,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Kristoffer Ajer"
NA,NA,235448,0,0,-1,1,0,1,"0.0","0.0",0,"Ellery","0.0",91,FALSE,"",NA,39,"235448.jpg","0.0","Balcombe","0.2",FALSE,NA,"a",4,94,0,9527,292,15350,847,"0.0","0.0","Balcombe",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",507,49,492,33,465,23,513,49,NA,"",NA,"",NA,"",0,0,0,0,0,0,759,81,401,43,521,49,319,46,0,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Ellery Balcombe"
100,75,432160,0,0,-2,2,0,3,"0.0","0.0",0,"Shandon","0.0",92,FALSE,"","2023-12-29T16:30:08.875959Z",43,"432160.jpg","2.4","Baptiste","1.0",FALSE,NA,"a",4,94,12,108213,634,308954,14631,"0.0","2.8","Baptiste",188,1,0,0,5,0,0,0,0,0,0,0,57,"63.8","24.7","39.0","12.6",2,"0.70","0.27","0.97","2.89",355,154,358,185,284,150,368,165,NA,"",NA,"",NA,"",0.34,0,0.13,0.47,1.38,2.39,604,328,519,182,235,102,187,58,0.96,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Shandon Baptiste"
0,0,228044,0,0,0,0,0,2,"0.0","0.0",0,"Mads","0.0",93,FALSE,"Transferred to Midtjylland","2023-09-01T21:46:46.639465Z",40,"228044.jpg","0.0","Bech Sørensen","0.1",FALSE,NA,"u",4,94,0,2309,0,15445,219,"0.0","0.0","Bech",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",542,197,528,196,502,186,550,198,NA,"",NA,"",NA,"",0,0,0,0,0,0,663,181,439,161,555,194,450,174,0,0,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Mads Bech Sørensen"
0,0,481405,0,0,0,0,0,3,"0.0","0.0",0,"Mads","0.0",94,FALSE,"Transfer to Red Bull Salzburg on a permanent basis","2023-07-19T08:50:35.624414Z",45,"481405.jpg","0.0","Bidstrup","0.0",FALSE,NA,"u",4,94,0,0,0,133,0,"0.0","0.0","Bidstrup",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",681,273,675,272,668,271,687,276,NA,"",NA,"",NA,"",0,0,0,0,0,0,428,248,614,233,688,278,762,326,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Mads Bidstrup"
0,0,174932,0,0,0,0,0,3,"0.0","0.0",0,"Sergi","0.0",95,FALSE,"Permanent transfer to Valencia","2023-08-21T08:27:40.363072Z",50,"174932.jpg","0.0","Canós Tenés","0.0",FALSE,NA,"u",4,94,0,292,0,3812,12,"0.0","0.0","Canós",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",750,324,747,323,745,323,750,324,NA,"",NA,"",NA,"",0,0,0,0,0,0,190,118,714,303,750,324,671,268,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Sergi Canós Tenés"
100,100,432830,0,0,0,0,0,2,"0.3","0.3",1,"Nathan","0.3",96,FALSE,"","2023-11-21T12:00:09.456718Z",45,"432830.jpg","2.7","Collins","0.4",FALSE,NA,"a",4,94,41,107838,1376,103692,3818,"0.1","9.1","Collins",1193,1,1,3,24,0,0,0,2,0,0,3,240,"310.4","51.9","114.0","47.8",13,"1.12","0.58","1.70","18.21",100,37,303,99,161,24,176,47,NA,"",NA,"",NA,"",0.08,0,0.04,0.12,1.37,1.81,405,80,335,119,185,54,244,93,0.98,0.23,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Nathan Collins"
0,0,503300,0,0,0,0,0,1,"0.0","0.0",0,"Matthew","0.0",97,FALSE,"On loan to Bristol Rovers for the season","2023-07-26T11:24:14.392215Z",40,"503300.jpg","0.0","Cox","0.0",FALSE,NA,"u",4,94,0,0,0,524,9,"0.0","0.0","Cox",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",577,78,562,62,537,52,584,78,NA,"",NA,"",NA,"",0,0,0,0,0,0,706,58,475,71,590,78,718,84,0,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Matthew Cox"
100,100,440089,0,0,-2,2,0,3,"1.7","1.7",1,"Mikkel","1.7",98,FALSE,"","2023-08-26T21:00:07.451858Z",48,"440089.jpg","1.3","Damsgaard","0.0",FALSE,NA,"a",4,94,9,1794,70,10265,96,"0.4","1.9","Damsgaard",233,0,0,1,1,0,0,0,0,0,0,0,28,"48.0","64.0","45.0","15.7",1,"0.43","0.27","0.70","2.47",383,169,274,150,272,144,350,157,NA,"",NA,"",NA,"",0.17,0,0.1,0.27,0.95,0.39,293,189,204,92,382,171,548,197,0.39,0.39,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Mikkel Damsgaard"
100,0,183656,0,0,-3,3,0,3,"0.0","0.0",0,"Josh","0.0",99,FALSE,"","2023-08-19T18:00:06.573457Z",47,"183656.jpg","1.0","Dasilva","0.0",FALSE,NA,"a",4,94,1,957,84,10591,55,"0.0","0.2","Dasilva",9,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.0","2.0","0.1",0,"0.00","0.00","0.00","0.07",723,304,719,302,432,215,493,227,NA,"",NA,"",4,"",0,0,0,0,0.7,0,316,206,666,267,449,206,589,220,0,0,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Josh Dasilva"
0,0,434662,0,0,0,0,0,4,"0.0","0.0",0,"Halil","0.0",100,FALSE,"Transfer to Galatasaray on a permanent basis","2023-07-19T08:49:49.674290Z",45,"434662.jpg","0.0","Dervişoğlu","0.0",FALSE,NA,"u",4,94,0,0,0,814,14,"0.0","0.0","Dervişoğlu",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",666,70,659,71,651,71,672,73,NA,"",NA,"",NA,"",0,0,0,0,0,0,407,73,597,58,675,74,714,97,0,0,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,99,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Halil Dervişoğlu"
100,100,118342,0,0,0,0,0,1,"1.3","1.3",2,"Mark","1.3",101,FALSE,"","2023-11-04T19:30:07.833796Z",45,"118342.jpg","2.7","Flekken","2.5",FALSE,NA,"a",4,94,48,466436,5435,409844,32789,"0.3","10.7","Flekken",1575,0,0,3,29,0,0,0,1,0,46,1,303,"378.8","0.0","0.0","37.9",18,"0.00","0.06","0.06","23.58",56,14,640,79,630,73,219,14,NA,"",NA,"",NA,"",0,2.63,0,0,1.35,1.66,364,20,226,20,183,23,120,16,1.03,0.17,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Mark Flekken"
NA,NA,213687,0,0,-1,1,0,2,"0.0","0.0",0,"Charlie","0.0",102,FALSE,"",NA,39,"213687.jpg","0.0","Goode","0.2",FALSE,NA,"a",4,94,0,21146,612,18102,1801,"0.0","0.0","Goode",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",504,178,488,176,461,165,510,177,NA,"",NA,"",NA,"",0,0,0,0,0,0,754,240,397,137,518,176,310,119,0,0,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Charlie Goode"
0,0,194010,0,0,-2,2,0,2,"0.0","0.0",0,"Rico","0.0",103,FALSE,"Knee injury - Expected back 01 Jun","2023-09-16T20:00:07.015382Z",43,"194010.jpg","2.6","Henry","0.9",FALSE,NA,"i",4,94,13,560000,24,727530,3547,"0.0","3.0","Henry",401,0,1,1,5,0,0,0,1,0,0,0,74,"72.8","67.9","17.0","15.7",5,"0.07","0.90","0.97","5.12",343,131,262,82,363,129,349,127,NA,"",NA,"",NA,"",0.02,0,0.2,0.22,1.15,1.12,590,140,512,212,195,59,193,74,1.12,0.22,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Rico Henry"
0,0,472713,0,0,-1,1,0,2,"0.0","0.0",0,"Aaron","0.0",104,FALSE,"Hamstring injury - Unknown return date","2023-11-04T19:30:07.875275Z",44,"472713.jpg","1.9","Hickey","0.1",FALSE,NA,"i",4,94,17,23282,16,42006,524,"0.0","3.9","Hickey",713,0,0,2,12,0,0,0,5,0,0,0,87,"66.6","28.4","37.0","12.9",9,"0.20","0.13","0.33","10.20",352,135,350,125,290,91,367,135,NA,"",NA,"",NA,"",0.03,0,0.02,0.05,1.29,1.51,545,119,557,227,306,112,366,142,1.14,0.25,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Aaron Hickey"
NA,NA,204580,0,0,-2,2,0,3,"1.7","1.7",2,"Vitaly","1.7",105,FALSE,"",NA,53,"204580.jpg","2.4","Janelt","0.1",FALSE,NA,"a",4,94,45,10592,273,13282,877,"0.3","8.5","Janelt",1545,0,2,4,24,0,0,0,3,0,0,1,228,"243.8","336.1","182.0","76.2",19,"1.12","2.10","3.22","20.80",157,66,44,37,110,71,83,58,NA,"",NA,"",NA,"",0.07,0,0.12,0.19,1.21,1.4,143,90,205,93,246,106,460,152,1.11,0.23,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Vitaly Janelt"
100,100,207283,0,0,-1,1,0,3,"1.0","1.0",2,"Mathias","1.0",106,FALSE,"","2023-11-27T21:30:09.188544Z",54,"207283.jpg","4.4","Jensen","0.8",FALSE,NA,"a",4,94,61,448439,2841,463006,6522,"0.2","11.3","Jensen",990,3,3,5,17,0,0,0,2,0,0,8,230,"272.2","324.2","89.0","68.4",13,"0.51","2.40","2.91","14.69",126,48,48,39,194,111,101,67,2,"",3,"",NA,"",0.05,0,0.22,0.27,1.34,1.55,121,74,263,121,34,23,196,61,1.18,0.45,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Mathias Jensen"
100,100,249231,0,0,-3,3,0,3,"6.0","6.0",7,"Keane","6.0",107,FALSE,"","2023-10-07T21:30:07.954328Z",47,"249231.jpg","2.6","Lewis-Potter","0.1",FALSE,NA,"a",4,94,34,12436,6956,6919,2266,"1.3","7.2","Lewis-Potter",572,2,1,1,14,0,0,0,0,0,0,1,91,"130.0","80.0","226.0","43.4",6,"2.66","0.81","3.46","8.67",278,115,237,136,80,51,190,95,NA,"",NA,"",NA,"",0.42,0,0.13,0.55,1.36,2.2,324,210,14,8,202,90,405,130,0.94,0.16,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Keane Lewis-Potter"
0,0,446008,0,0,3,-3,3,3,"0.0","0.0",0,"Bryan","0.0",108,FALSE,"Ankle injury - Expected back 09 Mar","2023-12-06T23:30:08.432649Z",68,"446008.jpg","5.8","Mbeumo","6.8",FALSE,NA,"i",4,94,87,4623750,518,4999370,60992,"0.0","12.8","Mbeumo",1286,7,4,3,20,0,0,0,1,0,0,9,250,"384.2","397.6","440.0","122.1",15,"8.42","3.88","12.30","18.67",54,20,30,24,28,15,25,14,1,"",2,"",2,"",0.59,0,0.27,0.86,1.31,1.4,38,22,766,335,6,4,55,20,1.05,0.21,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Bryan Mbeumo"
100,0,51927,0,0,-2,2,1,2,"-0.7","0.0",0,"Ben","-0.7",109,FALSE,"","2023-12-17T21:30:08.357042Z",48,"51927.jpg","2.4","Mee","1.5",FALSE,NA,"a",4,94,22,187771,8774,633446,8082,"-0.1","4.6","Mee",672,1,1,0,13,0,0,0,0,1,0,3,116,"156.4","68.6","63.0","28.8",8,"0.46","0.53","0.99","11.16",252,96,260,80,237,64,273,92,NA,"",NA,"",NA,"",0.06,0,0.07,0.13,1.49,1.74,269,32,776,251,244,81,161,62,1.07,0,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Ben Mee"
75,100,128295,0,0,-1,1,0,3,"1.0","1.3",2,"Christian","1.3",110,FALSE,"Achilles injury - 75% chance of playing","2024-01-06T01:30:10.181030Z",54,"128295.jpg","2.3","Nørgaard","0.1",FALSE,NA,"d",4,94,42,20386,109,26076,1080,"0.2","7.8","Nørgaard",1546,1,1,3,29,0,0,0,7,0,0,2,251,"308.8","249.8","210.0","77.1",18,"2.20","1.84","4.04","23.23",104,39,75,59,89,59,80,56,NA,"",NA,"",NA,"",0.13,0,0.11,0.24,1.35,1.69,112,68,229,104,252,110,376,121,1.05,0.17,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Christian Nørgaard"
0,100,428580,0,0,-1,1,0,3,"0.0","0.3",1,"Frank","0.3",111,FALSE,"International Duty - Unknown return date","2023-12-30T22:30:09.377535Z",49,"428580.jpg","1.2","Onyeka","0.0",FALSE,NA,"i",4,94,20,2688,14,3004,174,"0.1","4.1","Onyeka",732,0,1,1,17,0,0,0,5,0,0,0,85,"138.4","122.7","101.0","36.1",6,"1.36","1.29","2.65","11.92",270,110,175,111,177,104,226,110,NA,"",NA,"",NA,"",0.17,0,0.16,0.33,1.47,2.09,255,161,340,156,396,180,652,256,0.74,0.12,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Frank Onyeka"
100,100,231065,0,0,1,-1,1,2,"0.7","0.7",1,"Ethan","0.7",112,FALSE,"","2023-10-12T09:30:09.253578Z",46,"231065.jpg","2.6","Pinnock","3.4",FALSE,NA,"a",4,94,50,567732,11975,423447,45467,"0.2","10.9","Pinnock",1710,1,0,3,31,0,0,0,0,0,0,5,336,"457.4","58.0","176.0","69.4",19,"1.51","0.71","2.22","25.26",28,6,285,94,115,9,98,15,NA,"",NA,"",NA,"",0.08,0,0.04,0.12,1.33,1.63,344,47,296,102,200,62,102,38,1,0.16,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Ethan Pinnock"
100,100,226956,0,0,-1,1,0,2,"2.0","2.0",4,"Mads","2.0",114,FALSE,"","2023-11-27T21:30:09.209583Z",44,"226956.jpg","1.6","Roerslev Rasmussen","0.1",FALSE,NA,"a",4,94,24,8110,534,9110,571,"0.5","5.5","Roerslev",728,0,1,1,16,0,0,0,0,0,0,0,137,"147.6","126.5","17.0","29.3",8,"0.06","0.52","0.58","13.15",259,102,168,38,366,132,268,87,NA,"",NA,"",NA,"",0.01,0,0.06,0.07,1.63,1.98,523,110,165,53,348,124,465,179,0.99,0.12,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,251,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Mads Roerslev Rasmussen"
0,0,513418,0,0,-2,2,0,3,"0.0","0.0",0,"Kevin","0.0",115,FALSE,"Muscle injury - Unknown return date","2023-09-23T22:00:07.161600Z",53,"513418.jpg","3.8","Schade","0.1",FALSE,NA,"i",4,94,19,18632,19,26081,117,"0.0","3.6","Schade",255,1,1,1,2,0,0,0,0,0,0,2,40,"48.2","42.0","62.0","15.1",3,"0.80","0.35","1.15","2.36",382,168,319,170,240,129,353,159,NA,"",NA,"",NA,"",0.28,0,0.12,0.4,0.83,0.71,150,94,736,319,68,39,504,173,1.06,0.35,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,338,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Kevin Schade"
100,100,140200,0,0,-1,1,0,1,"0.0","0.0",0,"Thomas","0.0",116,FALSE,"","2023-08-26T21:00:07.515720Z",39,"140200.jpg","2.0","Strakosha","1.9",FALSE,NA,"a",4,94,4,273189,764,134626,15982,"0.0","1.0","Strakosha",135,0,0,0,2,0,0,0,0,0,6,0,24,"42.8","0.0","0.0","4.3",1,"0.00","0.01","0.01","1.68",391,29,482,24,455,14,429,29,NA,"",NA,"",NA,"",0,4,0.01,0.01,1.12,1.33,745,72,391,35,282,32,142,19,0.67,0,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,88,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Thomas Strakosha"
100,0,144485,0,0,-1,1,0,4,"0.0","0.0",0,"Ivan","0.0",117,FALSE,"","2023-07-05T16:30:03.752728Z",79,"144485.jpg","0.0","Toney","2.0",FALSE,NA,"a",4,94,0,224680,218015,43329,30525,"0.0","0.0","Toney",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",775,98,775,98,775,98,775,98,NA,"",1,"",1,"",0,0,0,0,0,0,14,5,770,97,775,98,136,21,0,0,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,99,0,NA,4,0,"Brentford",0,0,0,"BRE",3,NA,FALSE,0,1120,1155,1120,1130,1120,1180,130,"Ivan Toney"
